symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
REDINGTON,INE891D01026,2022-01-24,NSE,EQ,EQ,buy,false,10.000000,150.600006,82798609,1300000029186950,2022-01-24T14:41:47
ISEC,INE763G01038,2022-01-24,NSE,EQ,EQ,buy,false,2.000000,721.750000,31607219,1100000026836197,2022-01-24T14:41:47
CEATLTD,INE482A01020,2022-01-24,NSE,EQ,EQ,buy,false,2.000000,1077.150024,5401108,1000000025790254,2022-01-24T14:41:47
TATASTLLP,INE674A01014,2022-01-24,NSE,EQ,EQ,buy,false,2.000000,713.849976,82798614,1300000029186976,2022-01-24T14:41:47
EQUITAS,INE988K01017,2022-01-24,NSE,EQ,EQ,buy,false,14.000000,104.349998,31607217,1100000026836182,2022-01-24T14:41:47
KEC,INE389H01022,2022-01-24,NSE,EQ,EQ,buy,false,3.000000,489.450012,56470364,1200000026063666,2022-01-24T14:41:47
ASIANPAINT,INE021A01026,2022-01-24,NSE,EQ,EQ,buy,false,2.000000,3150.449951,5670325,1000000027155985,2022-01-24T14:58:24
HINDUNILVR,INE030A01027,2022-01-24,NSE,EQ,EQ,buy,false,2.000000,2278.000000,31947862,1100000028197936,2022-01-24T14:58:24
DMART,INE192R01011,2022-01-24,NSE,EQ,EQ,buy,false,1.000000,4014.449951,31947864,1100000028197939,2022-01-24T14:58:24
WIPRO,INE075A01022,2022-01-27,NSE,EQ,EQ,buy,false,20.000000,541.500000,79248852,1300000015493587,2022-01-27T11:55:19
IBULHSGFIN,INE148I01020,2022-01-27,NSE,EQ,EQ,buy,false,50.000000,204.399994,29366370,1100000015767025,2022-01-27T12:20:46
WHIRLPOOL,INE716A01013,2022-02-07,NSE,EQ,EQ,buy,false,3.000000,1792.699951,80890587,1300000025634080,2022-02-07T15:11:42
RELAXO,INE131B01039,2022-02-07,NSE,EQ,EQ,buy,false,1.000000,1291.699951,80890590,1300000025634082,2022-02-07T15:11:42
RELAXO,INE131B01039,2022-02-07,NSE,EQ,EQ,buy,false,1.000000,1291.699951,80890588,1300000025634082,2022-02-07T15:11:42
RELAXO,INE131B01039,2022-02-07,NSE,EQ,EQ,buy,false,1.000000,1291.699951,80890591,1300000025634082,2022-02-07T15:11:42
RELAXO,INE131B01039,2022-02-07,NSE,EQ,EQ,buy,false,4.000000,1291.699951,80890592,1300000025634082,2022-02-07T15:11:42
CANBK,INE476A01014,2022-02-07,NSE,EQ,EQ,buy,false,20.000000,259.000000,4311427,1000000023067356,2022-02-07T15:11:42
PNB,INE160A01022,2022-02-07,NSE,EQ,EQ,buy,false,120.000000,41.700001,54594849,1200000023686604,2022-02-07T15:11:42
RELAXO,INE131B01039,2022-02-07,NSE,EQ,EQ,buy,false,1.000000,1291.699951,80890589,1300000025634082,2022-02-07T15:11:42
ASTRAL,INE006I01046,2022-02-07,NSE,EQ,EQ,buy,false,2.000000,2117.000000,4311426,1000000023067355,2022-02-07T15:11:42
MPHASIS,INE356A01018,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,2953.500000,51073639,1200000003477995,2022-02-14T09:33:52
OFSS,INE881D01027,2022-02-14,NSE,EQ,EQ,buy,false,3.000000,3578.600098,51073640,1200000003477998,2022-02-14T09:33:52
COFORGE,INE591G01017,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,4460.600098,918639,1000000003066613,2022-02-14T09:33:52
TCS,INE467B01029,2022-02-14,NSE,EQ,EQ,buy,false,3.000000,3762.250000,76264573,1300000003782517,2022-02-14T09:33:52
PERSISTENT,INE262H01013,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,4092.199951,51073641,1200000003478001,2022-02-14T09:33:52
MPHASIS,INE356A01018,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,2953.500000,51073638,1200000003477995,2022-02-14T09:33:52
WIPRO,INE075A01022,2022-02-14,NSE,EQ,EQ,buy,false,14.000000,552.000000,76264574,1300000003782524,2022-02-14T09:33:52
LTI,INE214T01019,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,5894.399902,51073637,1200000003477965,2022-02-14T09:33:52
TECHM,INE669C01036,2022-02-14,NSE,EQ,EQ,buy,false,5.000000,1390.750000,76264577,1300000003782532,2022-02-14T09:33:52
INFY,INE009A01021,2022-02-14,NSE,EQ,EQ,buy,false,6.000000,1697.849976,26061099,1100000003464472,2022-02-14T09:33:52
HCLTECH,INE860A01027,2022-02-14,NSE,EQ,EQ,buy,false,7.000000,1142.699951,26061080,1100000003464448,2022-02-14T09:33:52
INFY,INE009A01021,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,1698.349976,26258461,1100000004299233,2022-02-14T09:40:30
HINDUNILVR,INE030A01027,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,2211.000000,26258466,1100000004299237,2022-02-14T09:40:30
ASIANPAINT,INE021A01026,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,3169.000000,1082610,1000000003860949,2022-02-14T09:40:30
PERSISTENT,INE262H01013,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,4103.399902,51288225,1200000004413869,2022-02-14T09:40:30
LAOPALA,INE059D01020,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,366.450012,51288222,1200000004413840,2022-02-14T09:40:30
RELIANCE,INE002A01018,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,2322.500000,76519244,1300000004736859,2022-02-14T09:40:30
LAOPALA,INE059D01020,2022-02-14,NSE,EQ,EQ,buy,false,11.000000,366.450012,51288223,1200000004413840,2022-02-14T09:40:30
PIDILITIND,INE318A01026,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,2389.800049,51288224,1200000004413844,2022-02-14T09:40:30
ITC,INE154A01025,2022-02-14,NSE,EQ,EQ,buy,false,20.000000,222.500000,26258460,1100000004299232,2022-02-14T09:40:30
HDFC,INE001A01036,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,2335.050049,26258459,1100000004299228,2022-02-14T09:40:30
INFY,INE009A01021,2022-02-14,NSE,EQ,EQ,buy,false,1.000000,1698.349976,26258462,1100000004299233,2022-02-14T09:40:30
ALKYLAMINE,INE150B01039,2022-02-14,NSE,EQ,EQ,buy,false,7.000000,3034.199951,1341899,1000000005161039,2022-02-14T09:53:10
BERGEPAINT,INE463A01038,2022-02-14,NSE,EQ,EQ,buy,false,12.000000,704.400024,1341893,1000000005161004,2022-02-14T09:53:10
PIDILITIND,INE318A01026,2022-02-14,NSE,EQ,EQ,buy,false,5.000000,2404.000000,51605693,1200000005963979,2022-02-14T09:53:10
CDSL,INE736A01011,2022-02-28,NSE,EQ,EQ,buy,false,4.000000,1350.050049,4814890,1000000026936997,2022-02-28T15:19:20
RELAXO,INE131B01039,2022-02-28,NSE,EQ,EQ,buy,false,4.000000,1215.000000,80520854,1300000026599120,2022-02-28T15:19:20
HINDUNILVR,INE030A01027,2022-02-28,NSE,EQ,EQ,buy,false,2.000000,2174.800049,31371334,1100000026769670,2022-02-28T15:19:20
WHIRLPOOL,INE716A01013,2022-02-28,NSE,EQ,EQ,buy,false,2.000000,1677.400024,80520853,1300000026599118,2022-02-28T15:19:20
HAPPSTMNDS,INE419U01012,2022-03-02,NSE,EQ,EQ,buy,false,5.000000,992.200012,26955543,1100000006719386,2022-03-02T10:14:09
IEX,INE022Q01020,2022-03-02,NSE,EQ,EQ,buy,false,30.000000,210.199997,26955539,1100000006719378,2022-03-02T10:14:09
HDFCBANK,INE040A01034,2022-03-02,NSE,EQ,EQ,buy,false,4.000000,1379.099976,26955540,1100000006719380,2022-03-02T10:14:09
GMMPFAUDLR,INE541A01023,2022-03-02,NSE,EQ,EQ,buy,false,1.000000,4416.700195,26955542,1100000006719381,2022-03-02T10:14:09
GMMPFAUDLR,INE541A01023,2022-03-02,NSE,EQ,EQ,buy,false,1.000000,4416.649902,26955541,1100000006719381,2022-03-02T10:14:09
TANLA,INE483C01032,2022-03-02,NSE,EQ,EQ,buy,false,3.000000,1564.750000,76739077,1300000007000288,2022-03-02T10:14:09
AFFLE,INE00WC01027,2022-03-02,NSE,EQ,EQ,buy,false,3.000000,1208.000000,1447572,1000000006118779,2022-03-02T10:14:09
AFFLE,INE00WC01027,2022-03-02,NSE,EQ,EQ,buy,false,2.000000,1207.949951,1447571,1000000006118779,2022-03-02T10:14:09
TANLA,INE483C01032,2022-03-02,NSE,EQ,EQ,buy,false,2.000000,1564.750000,76739078,1300000007000288,2022-03-02T10:14:09
MUTHOOTFIN,INE414G01012,2022-03-02,NSE,EQ,EQ,buy,false,5.000000,1369.599976,51461240,1200000006601194,2022-03-02T10:14:09
VINATIORGA,INE410B01037,2022-03-02,NSE,EQ,EQ,buy,false,3.000000,1860.000000,76833263,1300000007399300,2022-03-02T10:18:42
VINATIORGA,INE410B01037,2022-03-02,NSE,EQ,EQ,buy,false,1.000000,1860.000000,76833264,1300000007399300,2022-03-02T10:18:42
VINATIORGA,INE410B01037,2022-03-02,NSE,EQ,EQ,buy,false,1.000000,1860.000000,76833265,1300000007399300,2022-03-02T10:18:42
HDFCBANK,INE040A01034,2022-03-04,NSE,EQ,EQ,buy,false,8.000000,1344.250000,27597622,1100000009478947,2022-03-04T10:49:15
HINDUNILVR,INE030A01027,2022-03-04,NSE,EQ,EQ,buy,false,2.000000,2002.849976,27597619,1100000009478942,2022-03-04T10:49:15
BERGEPAINT,INE463A01038,2022-03-04,NSE,EQ,EQ,buy,false,12.000000,644.900024,1925959,1000000008660789,2022-03-04T10:49:15
IEX,INE022Q01020,2022-03-04,NSE,EQ,EQ,buy,false,10.000000,211.350006,27597620,1100000009478944,2022-03-04T10:49:15
HINDUNILVR,INE030A01027,2022-03-04,NSE,EQ,EQ,buy,false,4.000000,2002.800049,27597618,1100000009478942,2022-03-04T10:49:15
INFY,INE009A01021,2022-03-16,NSE,EQ,EQ,sell,false,1.000000,1867.000000,27351521,1100000009630817,2022-03-16T11:33:49
OFSS,INE881D01027,2022-03-16,NSE,EQ,EQ,sell,false,1.000000,3501.050049,52532185,1200000010758340,2022-03-16T11:33:49
WIPRO,INE075A01022,2022-03-16,NSE,EQ,EQ,sell,false,2.000000,596.150024,77164985,1300000009467924,2022-03-16T11:33:49
HCLTECH,INE860A01027,2022-03-16,NSE,EQ,EQ,sell,false,1.000000,1189.500000,27351528,1100000009630849,2022-03-16T11:33:49
PERSISTENT,INE262H01013,2022-03-16,NSE,EQ,EQ,sell,false,1.000000,4425.649902,52532186,1200000010758341,2022-03-16T11:33:49
KPITTECH,INE04I401011,2022-03-16,NSE,EQ,EQ,buy,false,10.000000,574.900024,52532424,1200000010759651,2022-03-16T11:33:51
MINDTREE,INE018I01017,2022-03-16,NSE,EQ,EQ,buy,false,1.000000,3923.300049,52532423,1200000010759648,2022-03-16T11:33:51
SJVN,INE002L01015,2022-03-17,NSE,EQ,EQ,sell,false,19.000000,27.950001,76607512,1300000005744186,2022-03-17T10:18:05
IGL,INE203G01027,2022-03-17,NSE,EQ,EQ,buy,false,2.000000,396.000000,26558241,1100000005328399,2022-03-17T10:18:07
TORNTPOWER,INE813H01021,2022-03-17,NSE,EQ,EQ,buy,false,3.000000,487.899994,76607897,1300000005745999,2022-03-17T10:18:07
HINDALCO,INE038A01020,2022-03-17,NSE,EQ,EQ,sell,false,2.000000,581.299988,26567100,1100000005355064,2022-03-17T10:18:35
TATASTEEL,INE081A01012,2022-03-17,NSE,EQ,EQ,sell,false,1.000000,1282.250000,76614484,1300000005772306,2022-03-17T10:18:35
MOIL,INE490G01020,2022-03-17,NSE,EQ,EQ,sell,false,3.000000,174.199997,51422541,1200000005668504,2022-03-17T10:18:35
NMDC,INE584A01023,2022-03-17,NSE,EQ,EQ,sell,false,5.000000,151.350006,51422544,1200000005668510,2022-03-17T10:18:35
RATNAMANI,INE703B01027,2022-03-17,NSE,EQ,EQ,buy,false,1.000000,2229.899902,76615098,1300000005774152,2022-03-17T10:18:37
RATNAMANI,INE703B01027,2022-03-17,NSE,EQ,EQ,buy,false,1.000000,2229.550049,76615097,1300000005774152,2022-03-17T10:18:37
HEIDELBERG,INE578A01017,2022-03-17,NSE,EQ,EQ,sell,false,12.000000,202.550003,26573242,1100000005378608,2022-03-17T10:19:02
HEIDELBERG,INE578A01017,2022-03-17,NSE,EQ,EQ,sell,false,1.000000,202.600006,26573241,1100000005378608,2022-03-17T10:19:02
HEIDELBERG,INE578A01017,2022-03-17,NSE,EQ,EQ,sell,false,6.000000,202.649994,26573239,1100000005378608,2022-03-17T10:19:02
CEATLTD,INE482A01020,2022-03-17,NSE,EQ,EQ,sell,false,5.000000,1015.500000,1319581,1000000005031186,2022-03-17T10:19:02
CHAMBLFERT,INE085A01013,2022-03-17,NSE,EQ,EQ,sell,false,4.000000,409.600006,1319580,1000000005031175,2022-03-17T10:19:02
HEIDELBERG,INE578A01017,2022-03-17,NSE,EQ,EQ,sell,false,2.000000,202.600006,26573240,1100000005378608,2022-03-17T10:19:02
ESCORTS,INE042A01014,2022-03-17,NSE,EQ,EQ,sell,false,3.000000,1835.150024,26573238,1100000005378606,2022-03-17T10:19:02
POLYPLEX,INE633B01018,2022-03-17,NSE,EQ,EQ,sell,false,1.000000,2146.000000,51428018,1200000005692400,2022-03-17T10:19:02
REDINGTON,INE891D01026,2022-03-17,NSE,EQ,EQ,sell,false,5.000000,149.250000,76620854,1300000005798295,2022-03-17T10:19:02
HGINFRA,INE926X01010,2022-03-17,NSE,EQ,EQ,buy,false,2.000000,590.049988,26573751,1100000005380558,2022-03-17T10:19:04
HGINFRA,INE926X01010,2022-03-17,NSE,EQ,EQ,buy,false,1.000000,590.000000,26573750,1100000005380558,2022-03-17T10:19:04
KIRLFER,INE884B01025,2022-03-17,NSE,EQ,EQ,buy,false,15.000000,226.250000,51428583,1200000005694303,2022-03-17T10:19:04
MOTILALOFS,INE338I01027,2022-03-17,NSE,EQ,EQ,buy,false,5.000000,854.000000,51428581,1200000005694301,2022-03-17T10:19:04
KIRLFER,INE884B01025,2022-03-17,NSE,EQ,EQ,buy,false,5.000000,226.250000,51428582,1200000005694303,2022-03-17T10:19:04
HGINFRA,INE926X01010,2022-03-17,NSE,EQ,EQ,buy,false,5.000000,590.049988,26573752,1100000005380558,2022-03-17T10:19:04
SAGCEM,INE229C01021,2022-03-17,NSE,EQ,EQ,buy,false,19.000000,232.350006,76621357,1300000005800248,2022-03-17T10:19:04
ISEC,INE763G01038,2022-03-17,NSE,EQ,EQ,buy,false,1.000000,613.250000,26573746,1100000005380533,2022-03-17T10:19:04
HDFCLIFE,INE795G01014,2022-03-31,NSE,EQ,EQ,buy,false,2.000000,539.200012,30196361,1100000020531477,2022-03-31T15:08:16
HDFCLIFE,INE795G01014,2022-03-31,NSE,EQ,EQ,buy,false,15.000000,539.200012,30196362,1100000020531477,2022-03-31T15:08:16
SRF,INE647A01010,2022-03-31,NSE,EQ,EQ,buy,false,2.000000,2687.800049,79563615,1300000019621085,2022-03-31T15:08:16
HCLTECH,INE860A01027,2022-03-31,NSE,EQ,EQ,buy,false,10.000000,1162.849976,30196375,1100000020531514,2022-03-31T15:08:16
GMMPFAUDLR,INE541A01023,2022-03-31,NSE,EQ,EQ,buy,false,2.000000,4429.649902,30196359,1100000020531475,2022-03-31T15:08:16
MUTHOOTFIN,INE414G01012,2022-03-31,NSE,EQ,EQ,buy,false,8.000000,1328.900024,54168935,1200000020273438,2022-03-31T15:08:16
HAPPSTMNDS,INE419U01012,2022-03-31,NSE,EQ,EQ,buy,false,3.000000,1056.849976,30196354,1100000020531470,2022-03-31T15:08:16
POLYCAB,INE455K01017,2022-03-31,NSE,EQ,EQ,buy,false,2.000000,2367.750000,54168934,1200000020273436,2022-03-31T15:08:16
HINDUNILVR,INE030A01027,2022-03-31,NSE,EQ,EQ,buy,false,5.000000,2050.899902,30196356,1100000020531471,2022-03-31T15:08:16
HDFCBANK,INE040A01034,2022-03-31,NSE,EQ,EQ,buy,false,7.000000,1471.199951,30196357,1100000020531473,2022-03-31T15:08:16
HAPPSTMNDS,INE419U01012,2022-03-31,NSE,EQ,EQ,buy,false,7.000000,1056.849976,30196355,1100000020531470,2022-03-31T15:08:16
IEX,INE022Q01020,2022-03-31,NSE,EQ,EQ,buy,false,20.000000,225.199997,30196358,1100000020531474,2022-03-31T15:08:16
HDFCLIFE,INE795G01014,2022-03-31,NSE,EQ,EQ,buy,false,3.000000,539.200012,30196360,1100000020531477,2022-03-31T15:08:16
ALKYLAMINE,INE150B01039,2022-03-31,NSE,EQ,EQ,buy,false,5.000000,2865.500000,4292937,1000000021258783,2022-03-31T15:08:16
CAMS,INE596I01012,2022-03-31,NSE,EQ,EQ,buy,false,3.000000,2320.300049,4292936,1000000021258781,2022-03-31T15:08:16
CAMS,INE596I01012,2022-03-31,NSE,EQ,EQ,buy,false,1.000000,2320.300049,4292935,1000000021258781,2022-03-31T15:08:16
ASTRAL,INE006I01046,2022-04-11,NSE,EQ,EQ,buy,false,2.000000,2088.399902,4080777,1000000016400128,2022-04-11T14:30:33
HINDUNILVR,INE030A01027,2022-04-11,NSE,EQ,EQ,buy,false,4.000000,2171.100098,30217001,1100000016961504,2022-04-11T14:30:33
ASTRAL,INE006I01046,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,2089.149902,4080779,1000000016400128,2022-04-11T14:30:33
MARICO,INE196A01026,2022-04-11,NSE,EQ,EQ,buy,false,2.000000,523.750000,54356672,1200000017328334,2022-04-11T14:30:33
HCLTECH,INE860A01027,2022-04-11,NSE,EQ,EQ,buy,false,9.000000,1137.650024,30217005,1100000016961515,2022-04-11T14:30:33
MARICO,INE196A01026,2022-04-11,NSE,EQ,EQ,buy,false,2.000000,523.750000,54356674,1200000017328334,2022-04-11T14:30:33
ASIANPAINT,INE021A01026,2022-04-11,NSE,EQ,EQ,buy,false,3.000000,3170.100098,4080773,1000000016400120,2022-04-11T14:30:33
ASTRAL,INE006I01046,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,2089.000000,4080778,1000000016400128,2022-04-11T14:30:33
DIVISLAB,INE361B01024,2022-04-11,NSE,EQ,EQ,buy,false,3.000000,4504.149902,30217002,1100000016961506,2022-04-11T14:30:33
BRITANNIA,INE216A01030,2022-04-11,NSE,EQ,EQ,buy,false,3.000000,3356.449951,4080772,1000000016400117,2022-04-11T14:30:33
BERGEPAINT,INE463A01038,2022-04-11,NSE,EQ,EQ,buy,false,8.000000,736.549988,4080776,1000000016400123,2022-04-11T14:30:33
BERGEPAINT,INE463A01038,2022-04-11,NSE,EQ,EQ,buy,false,3.000000,736.549988,4080775,1000000016400123,2022-04-11T14:30:33
BERGEPAINT,INE463A01038,2022-04-11,NSE,EQ,EQ,buy,false,2.000000,736.400024,4080774,1000000016400123,2022-04-11T14:30:33
HDFCBANK,INE040A01034,2022-04-11,NSE,EQ,EQ,buy,false,7.000000,1502.449951,30217004,1100000016961512,2022-04-11T14:30:33
RELAXO,INE131B01039,2022-04-11,NSE,EQ,EQ,buy,false,8.000000,1164.699951,80259876,1300000018241927,2022-04-11T14:30:33
MARICO,INE196A01026,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,523.750000,54356673,1200000017328334,2022-04-11T14:30:33
MARICO,INE196A01026,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,523.750000,54356670,1200000017328334,2022-04-11T14:30:33
MARICO,INE196A01026,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,523.750000,54356671,1200000017328334,2022-04-11T14:30:33
MARICO,INE196A01026,2022-04-11,NSE,EQ,EQ,buy,false,13.000000,523.750000,54356669,1200000017328334,2022-04-11T14:30:33
OFSS,INE881D01027,2022-04-11,NSE,EQ,EQ,buy,false,2.000000,3693.949951,55067890,1200000019696713,2022-04-11T15:13:44
LTI,INE214T01019,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,6063.000000,55067888,1200000019696705,2022-04-11T15:13:44
INFY,INE009A01021,2022-04-11,NSE,EQ,EQ,buy,false,4.000000,1766.150024,31001834,1100000019139305,2022-04-11T15:13:44
COFORGE,INE591G01017,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,4315.799805,4611742,1000000018259751,2022-04-11T15:13:44
INFY,INE009A01021,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,1766.099976,31001833,1100000019139305,2022-04-11T15:13:44
MPHASIS,INE356A01018,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,3132.949951,55067880,1200000019696693,2022-04-11T15:13:44
TECHM,INE669C01036,2022-04-11,NSE,EQ,EQ,buy,false,4.000000,1450.949951,81056486,1300000020560305,2022-04-11T15:13:44
KPITTECH,INE04I401011,2022-04-11,NSE,EQ,EQ,buy,false,9.000000,599.950012,55067889,1200000019696712,2022-04-11T15:13:44
MINDTREE,INE018I01017,2022-04-11,NSE,EQ,EQ,buy,false,1.000000,4235.049805,55067886,1200000019696700,2022-04-11T15:13:44
PERSISTENT,INE262H01013,2022-04-11,NSE,EQ,EQ,buy,false,2.000000,4508.899902,55067887,1200000019696702,2022-04-11T15:13:44
WIPRO,INE075A01022,2022-04-11,NSE,EQ,EQ,buy,false,12.000000,571.450012,81056487,1300000020560307,2022-04-11T15:13:44
HCLTECH,INE860A01027,2022-04-11,NSE,EQ,EQ,buy,false,7.000000,1133.949951,31001832,1100000019139304,2022-04-11T15:13:44
TCS,INE467B01029,2022-04-11,NSE,EQ,EQ,buy,false,3.000000,3699.850098,81056488,1300000020560309,2022-04-11T15:13:44
LAOPALA,INE059D01020,2022-04-18,NSE,EQ,EQ,buy,false,4.000000,381.700012,51339546,1200000005292914,2022-04-18T09:57:13
INFY,INE009A01021,2022-04-18,NSE,EQ,EQ,buy,false,4.000000,1626.099976,26632509,1100000005479566,2022-04-18T09:57:13
HINDUNILVR,INE030A01027,2022-04-18,NSE,EQ,EQ,buy,false,3.000000,2147.850098,26632510,1100000005479575,2022-04-18T09:57:13
LAOPALA,INE059D01020,2022-04-18,NSE,EQ,EQ,buy,false,11.000000,381.600006,51339544,1200000005292914,2022-04-18T09:57:13
HDFC,INE001A01036,2022-04-18,NSE,EQ,EQ,buy,false,3.000000,2301.000000,26632512,1100000005479578,2022-04-18T09:57:13
LAOPALA,INE059D01020,2022-04-18,NSE,EQ,EQ,buy,false,2.000000,381.600006,51339545,1200000005292914,2022-04-18T09:57:13
ASIANPAINT,INE021A01026,2022-04-18,NSE,EQ,EQ,buy,false,3.000000,3032.050049,1172471,1000000004464596,2022-04-18T09:57:13
PERSISTENT,INE262H01013,2022-04-18,NSE,EQ,EQ,buy,false,2.000000,4281.950195,51339547,1200000005292923,2022-04-18T09:57:13
RELIANCE,INE002A01018,2022-04-18,NSE,EQ,EQ,buy,false,2.000000,2537.850098,76801963,1300000005783451,2022-04-18T09:57:13
PIDILITIND,INE318A01026,2022-04-18,NSE,EQ,EQ,buy,false,3.000000,2352.500000,51339551,1200000005292928,2022-04-18T09:57:13
ITC,INE154A01025,2022-04-18,NSE,EQ,EQ,buy,false,21.000000,271.100006,26632508,1100000005479565,2022-04-18T09:57:13
WIPRO,INE075A01022,2022-04-19,NSE,EQ,EQ,buy,false,11.000000,530.650024,80858605,1300000020921930,2022-04-19T15:07:09
KPITTECH,INE04I401011,2022-04-19,NSE,EQ,EQ,buy,false,10.000000,549.400024,55191991,1200000022114490,2022-04-19T15:07:09
OFSS,INE881D01027,2022-04-19,NSE,EQ,EQ,buy,false,2.000000,3566.399902,55191989,1200000022114484,2022-04-19T15:07:09
COFORGE,INE591G01017,2022-04-19,NSE,EQ,EQ,buy,false,1.000000,4039.850098,4889699,1000000018487097,2022-04-19T15:07:09
HCLTECH,INE860A01027,2022-04-19,NSE,EQ,EQ,buy,false,6.000000,1073.300049,31702696,1100000021541048,2022-04-19T15:07:09
INFY,INE009A01021,2022-04-19,NSE,EQ,EQ,buy,false,6.000000,1562.500000,31702685,1100000021541038,2022-04-19T15:07:09
TCS,INE467B01029,2022-04-19,NSE,EQ,EQ,buy,false,2.000000,3490.100098,80858603,1300000020921927,2022-04-19T15:07:09
LTI,INE214T01019,2022-04-19,NSE,EQ,EQ,buy,false,1.000000,5521.850098,55191992,1200000022114511,2022-04-19T15:07:09
