symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
BANDHANBNK,INE545U01014,2024-01-30,NSE,EQ,EQ,buy,false,45.000000,223.550003,7108852,1000000042359409,2024-01-30T14:39:57
AAVAS,INE216P01012,2024-01-30,NSE,EQ,EQ,buy,false,1.000000,1492.800049,7108904,1000000042359625,2024-01-30T14:39:57
AAVAS,INE216P01012,2024-01-30,NSE,EQ,EQ,buy,false,2.000000,1492.949951,7108907,1000000042359625,2024-01-30T14:39:57
GMMPFAUDLR,INE541A01023,2024-02-02,NSE,EQ,EQ,buy,false,7.000000,1488.000000,22320947,1100000008911515,2024-02-02T09:54:07
BAJFINANCE,INE296A01024,2024-02-05,NSE,EQ,EQ,buy,false,3.000000,6616.149902,8085877,1000000042013630,2024-02-05T14:53:25
HDFCLIFE,INE795G01014,2024-02-05,NSE,EQ,EQ,buy,false,15.000000,563.900024,32633821,1100000050675485,2024-02-05T14:53:25
HINDUNILVR,INE030A01027,2024-02-05,NSE,EQ,EQ,buy,false,3.000000,2420.050049,33775452,1100000054315583,2024-02-05T15:16:28
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,4.000000,2431.149902,47465155,1200000033378443,2024-02-08T12:30:00
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,1.000000,2425.300049,52114662,1200000053878098,2024-02-08T15:18:55
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,1.000000,2425.300049,52114660,1200000053878098,2024-02-08T15:18:55
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,1.000000,2425.300049,52114661,1200000053878098,2024-02-08T15:18:55
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,1.000000,2425.300049,52114658,1200000053878098,2024-02-08T15:18:55
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,1.000000,2425.300049,52114657,1200000053878098,2024-02-08T15:18:55
NESTLEIND,INE239A01024,2024-02-08,NSE,EQ,EQ,buy,false,1.000000,2425.300049,52114659,1200000053878098,2024-02-08T15:18:55
PVRINOX,INE191H01014,2024-02-12,NSE,EQ,EQ,buy,false,7.000000,1399.949951,42065873,1200000007586951,2024-02-12T09:41:29
CLEAN,INE227W01023,2024-02-12,NSE,EQ,EQ,buy,false,6.000000,1412.800049,1309634,1000000006161195,2024-02-12T09:41:29
CUB,INE491A01021,2024-02-12,NSE,EQ,EQ,buy,false,75.000000,133.100006,1309587,1000000006160868,2024-02-12T09:41:29
CLEAN,INE227W01023,2024-02-12,NSE,EQ,EQ,buy,false,1.000000,1411.900024,1309633,1000000006161195,2024-02-12T09:41:29
SJVN,INE002L01015,2024-02-12,NSE,EQ,EQ,buy,false,4.000000,112.449997,70845059,1300000046042574,2024-02-12T14:48:59
RELIANCE,INE002A01018,2024-02-12,NSE,EQ,EQ,buy,false,1.000000,2914.800049,70845066,1300000046042593,2024-02-12T14:48:59
OIL,INE274J01014,2024-02-12,NSE,EQ,EQ,buy,false,2.000000,476.350006,51461492,1200000052336484,2024-02-12T14:48:59
GAIL,INE129A01019,2024-02-12,NSE,EQ,EQ,buy,false,7.000000,170.949997,30170117,1100000048845461,2024-02-12T14:48:59
COALINDIA,INE522F01014,2024-02-12,NSE,EQ,EQ,buy,false,1.000000,434.850006,7561193,1000000043808504,2024-02-12T14:48:59
TORNTPOWER,INE813H01021,2024-02-12,NSE,EQ,EQ,buy,false,1.000000,1135.900024,70845107,1300000046042624,2024-02-12T14:48:59
NHPC,INE848E01016,2024-02-12,NSE,EQ,EQ,buy,false,11.000000,81.949997,51461649,1200000052336934,2024-02-12T14:48:59
ONGC,INE213A01029,2024-02-12,NSE,EQ,EQ,buy,false,6.000000,259.549988,51461499,1200000052336509,2024-02-12T14:48:59
COALINDIA,INE522F01014,2024-02-12,NSE,EQ,EQ,buy,false,1.000000,434.899994,7561194,1000000043808504,2024-02-12T14:48:59
TATAPOWER,INE245A01021,2024-02-12,NSE,EQ,EQ,buy,false,3.000000,366.299988,70845067,1300000046042594,2024-02-12T14:48:59
BPCL,INE029A01011,2024-02-12,NSE,EQ,EQ,buy,false,2.000000,593.099976,7561181,1000000043808403,2024-02-12T14:48:59
GSPL,INE246F01010,2024-02-12,NSE,EQ,EQ,buy,false,4.000000,360.600006,30170120,1100000048845489,2024-02-12T14:48:59
POWERGRID,INE752E01010,2024-02-12,NSE,EQ,EQ,buy,false,8.000000,271.100006,51461498,1200000052336508,2024-02-12T14:48:59
BPCL,INE029A01011,2024-02-12,NSE,EQ,EQ,buy,false,1.000000,593.250000,7561182,1000000043808403,2024-02-12T14:48:59
NTPC,INE733E01010,2024-02-12,NSE,EQ,EQ,buy,false,7.000000,317.250000,51461652,1200000052336947,2024-02-12T14:48:59
LUXIND,INE150G01020,2024-02-13,NSE,EQ,EQ,buy,false,3.000000,1191.550049,43122950,1200000011544849,2024-02-13T09:53:35
LUXIND,INE150G01020,2024-02-13,NSE,EQ,EQ,buy,false,3.000000,1191.550049,43122949,1200000011544849,2024-02-13T09:53:35
LUXIND,INE150G01020,2024-02-13,NSE,EQ,EQ,buy,false,2.000000,1191.599976,43122951,1200000011544849,2024-02-13T09:53:35
SWSOLAR,INE00M201021,2024-02-13,NSE,EQ,EQ,buy,false,1.000000,554.900024,69769666,1300000044626299,2024-02-13T14:40:00
HMAAGRO,INE0ECP01024,2024-02-13,NSE,EQ,EQ,buy,false,5.000000,74.449997,30106671,1100000048916243,2024-02-13T14:40:00
SUZLON,INE040H01021,2024-02-13,NSE,EQ,EQ,buy,false,10.000000,42.950001,69769668,1300000044626318,2024-02-13T14:40:00
HINDUNILVR,INE030A01027,2024-02-15,NSE,EQ,EQ,buy,false,3.000000,2375.949951,21947071,1100000008703816,2024-02-15T09:46:02
HINDUNILVR,INE030A01027,2024-02-15,NSE,EQ,EQ,buy,false,5.000000,2376.000000,21947072,1100000008703816,2024-02-15T09:46:02
HDFCBANK,INE040A01034,2024-02-19,NSE,EQ,EQ,buy,false,10.000000,1421.900024,27751944,1100000040018180,2024-02-19T14:36:20
JUBLFOOD,INE797F01020,2024-02-19,NSE,EQ,EQ,buy,false,11.000000,496.649994,47528604,1200000042365633,2024-02-19T14:38:20
IDFCFIRSTB,INE092T01019,2024-02-19,NSE,EQ,EQ,buy,false,20.000000,82.250000,27797428,1100000040235753,2024-02-19T14:38:20
KOTAKBANK,INE237A01028,2024-02-19,NSE,EQ,EQ,buy,false,5.000000,1729.250000,47528609,1200000042365677,2024-02-19T14:38:20
JUBLFOOD,INE797F01020,2024-02-19,NSE,EQ,EQ,buy,false,9.000000,496.649994,47528605,1200000042365633,2024-02-19T14:38:20
BECTORFOOD,INE495P01012,2024-02-20,NSE,EQ,EQ,buy,false,1.000000,1027.099976,1124117,1000000005977284,2024-02-20T09:44:32
BECTORFOOD,INE495P01012,2024-02-20,NSE,EQ,EQ,buy,false,8.000000,1026.750000,1124116,1000000005977284,2024-02-20T09:44:32
BECTORFOOD,INE495P01012,2024-02-20,NSE,EQ,EQ,buy,false,1.000000,1027.099976,1124118,1000000005977284,2024-02-20T09:44:32
INDIGOPNTS,INE09VQ01012,2024-02-20,NSE,EQ,EQ,buy,false,8.000000,1496.099976,25603150,1100000028170787,2024-02-20T12:31:20
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,3.000000,1073.050049,67234984,1300000034186706,2024-02-21T14:02:26
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,1.000000,1072.949951,67234980,1300000034186706,2024-02-21T14:02:26
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,1.000000,1072.949951,67234979,1300000034186706,2024-02-21T14:02:26
FINEORG,INE686Y01026,2024-02-21,NSE,EQ,EQ,buy,false,2.000000,4350.000000,27029933,1100000035493105,2024-02-21T14:02:26
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,1.000000,1072.949951,67234981,1300000034186706,2024-02-21T14:02:26
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,2.000000,1073.000000,67234982,1300000034186706,2024-02-21T14:02:26
FINEORG,INE686Y01026,2024-02-21,NSE,EQ,EQ,buy,false,1.000000,4349.950195,27029932,1100000035493105,2024-02-21T14:02:26
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,1.000000,1073.050049,67234985,1300000034186706,2024-02-21T14:02:26
SFL,INE916U01025,2024-02-21,NSE,EQ,EQ,buy,false,1.000000,1073.000000,67234983,1300000034186706,2024-02-21T14:02:26
ASIANPAINT,INE021A01026,2024-02-26,NSE,EQ,EQ,buy,false,6.000000,2872.750000,2460996,1000000013874256,2024-02-26T10:32:36
GMMPFAUDLR,INE541A01023,2024-02-28,NSE,EQ,EQ,buy,false,3.000000,1333.750000,29303445,1100000048133245,2024-02-28T15:27:07
GMMPFAUDLR,INE541A01023,2024-02-28,NSE,EQ,EQ,buy,false,7.000000,1333.800049,29303446,1100000048133245,2024-02-28T15:27:07
VOLTAMP,INE540H01012,2024-03-07,NSE,EQ,EQ,sell,false,1.000000,8390.000000,60248464,1300000001043657,2024-03-07T09:17:26
NCC,INE868B01028,2024-03-07,NSE,EQ,EQ,sell,false,2.000000,254.100006,40259606,1200000001188380,2024-03-07T09:17:26
NCC,INE868B01028,2024-03-07,NSE,EQ,EQ,sell,false,10.000000,254.100006,40259607,1200000001188380,2024-03-07T09:17:26
CASTROLIND,INE172A01027,2024-03-07,NSE,EQ,EQ,sell,false,7.000000,210.850006,178378,1000000000858066,2024-03-07T09:17:26
SUNTV,INE424H01027,2024-03-07,NSE,EQ,EQ,buy,false,2.000000,620.900024,60250774,1300000001054755,2024-03-07T09:17:28
TATACHEM,INE092A01019,2024-03-07,NSE,EQ,EQ,buy,false,1.000000,1184.800049,60250785,1300000001054825,2024-03-07T09:17:28
TATACHEM,INE092A01019,2024-03-07,NSE,EQ,EQ,buy,false,5.000000,1184.699951,60250784,1300000001054825,2024-03-07T09:17:28
GHCL,INE539A01019,2024-03-07,NSE,EQ,EQ,buy,false,2.000000,494.750000,20245729,1100000001050221,2024-03-07T09:17:28
GHCL,INE539A01019,2024-03-07,NSE,EQ,EQ,buy,false,1.000000,494.700012,20245728,1100000001050221,2024-03-07T09:17:28
HEG,INE545A01016,2024-03-07,NSE,EQ,EQ,buy,false,1.000000,1655.750000,20245723,1100000001050182,2024-03-07T09:17:28
SUZLON,INE040H01021,2024-03-11,NSE,EQ,BE,buy,false,110.000000,39.450001,70314261,1300000045469784,2024-03-11T15:24:30
CUB,INE491A01021,2024-03-11,NSE,EQ,EQ,buy,false,66.000000,132.949997,7115402,1000000041279599,2024-03-11T15:24:30
CLEAN,INE227W01023,2024-03-11,NSE,EQ,EQ,buy,false,1.000000,1342.349976,7115407,1000000041279608,2024-03-11T15:24:30
CLEAN,INE227W01023,2024-03-11,NSE,EQ,EQ,buy,false,1.000000,1342.849976,7115408,1000000041279608,2024-03-11T15:24:30
CLEAN,INE227W01023,2024-03-11,NSE,EQ,EQ,buy,false,5.000000,1342.900024,7115409,1000000041279608,2024-03-11T15:24:30
HMAAGRO,INE0ECP01024,2024-03-11,NSE,EQ,EQ,buy,false,90.000000,56.500000,29403854,1100000047884264,2024-03-11T15:24:30
CUB,INE491A01021,2024-03-11,NSE,EQ,EQ,buy,false,9.000000,132.899994,7115401,1000000041279599,2024-03-11T15:24:30
AMRUTANJAN,INE098F01031,2024-03-11,NSE,EQ,EQ,buy,false,4.000000,638.299988,7140466,1000000041345592,2024-03-11T15:25:20
AMRUTANJAN,INE098F01031,2024-03-11,NSE,EQ,EQ,buy,false,5.000000,639.799988,7140467,1000000041345592,2024-03-11T15:25:20
AMRUTANJAN,INE098F01031,2024-03-11,NSE,EQ,EQ,buy,false,1.000000,636.599976,7140465,1000000041345592,2024-03-11T15:25:20
BECTORFOOD,INE495P01012,2024-03-11,NSE,EQ,EQ,buy,false,10.000000,1023.650024,7197389,1000000041468399,2024-03-11T15:27:06
HMAAGRO,INE0ECP01024,2024-03-12,NSE,EQ,EQ,buy,false,105.000000,52.000000,25094747,1100000027085725,2024-03-12T11:35:01
INDIGOPNTS,INE09VQ01012,2024-03-12,NSE,EQ,EQ,buy,false,8.000000,1339.349976,25707750,1100000030613235,2024-03-12T12:01:21
INDIGOPNTS,INE09VQ01012,2024-03-12,NSE,EQ,EQ,buy,false,2.000000,1339.349976,25707751,1100000030613235,2024-03-12T12:01:21
LUXIND,INE150G01020,2024-03-12,NSE,EQ,EQ,buy,false,1.000000,1172.000000,45799169,1200000030651874,2024-03-12T12:12:37
LUXIND,INE150G01020,2024-03-12,NSE,EQ,EQ,buy,false,4.000000,1172.000000,45799170,1200000030651874,2024-03-12T12:12:37
LUXIND,INE150G01020,2024-03-12,NSE,EQ,EQ,buy,false,6.000000,1172.000000,45799168,1200000030651874,2024-03-12T12:12:37
GEOJITFSL,INE007B01023,2024-03-12,NSE,EQ,EQ,buy,false,55.000000,67.150002,26265539,1100000034011007,2024-03-12T12:25:46
GEOJITFSL,INE007B01023,2024-03-12,NSE,EQ,EQ,buy,false,108.000000,67.150002,26265538,1100000034011007,2024-03-12T12:25:46
GEOJITFSL,INE007B01023,2024-03-12,NSE,EQ,EQ,buy,false,62.000000,67.150002,26265540,1100000034011007,2024-03-12T12:25:46
CAMPUS,INE278Y01022,2024-03-12,NSE,EQ,EQ,buy,false,20.000000,236.300003,6989746,1000000046708223,2024-03-12T15:22:02
HCLTECH,INE860A01027,2024-03-13,NSE,EQ,EQ,sell,false,19.000000,1642.300049,21080260,1100000005236528,2024-03-13T09:30:48
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.950012,62176529,1300000008306295,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.950012,62176527,1300000008306295,2024-03-14T09:42:46
BECTORFOOD,INE495P01012,2024-03-14,NSE,EQ,EQ,buy,false,10.000000,1004.849976,1673870,1000000007899640,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,3.000000,959.650024,62176524,1300000008306295,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.900024,62176525,1300000008306295,2024-03-14T09:42:46
CLEAN,INE227W01023,2024-03-14,NSE,EQ,EQ,buy,false,3.000000,1312.349976,1673866,1000000007899603,2024-03-14T09:42:46
CLEAN,INE227W01023,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,1312.650024,1673867,1000000007899603,2024-03-14T09:42:46
CLEAN,INE227W01023,2024-03-14,NSE,EQ,EQ,buy,false,3.000000,1312.699951,1673868,1000000007899603,2024-03-14T09:42:46
CLEAN,INE227W01023,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,1312.699951,1673869,1000000007899603,2024-03-14T09:42:46
BANDHANBNK,INE545U01014,2024-03-14,NSE,EQ,EQ,buy,false,60.000000,177.600006,1673865,1000000007899601,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.950012,62176530,1300000008306295,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.900024,62176526,1300000008306295,2024-03-14T09:42:46
AAVAS,INE216P01012,2024-03-14,NSE,EQ,EQ,buy,false,8.000000,1360.000000,1673875,1000000007899662,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.950012,62176531,1300000008306295,2024-03-14T09:42:46
SFL,INE916U01025,2024-03-14,NSE,EQ,EQ,buy,false,1.000000,959.950012,62176528,1300000008306295,2024-03-14T09:42:46
CUB,INE491A01021,2024-03-14,NSE,EQ,EQ,buy,false,80.000000,129.399994,1673880,1000000007899679,2024-03-14T09:42:46
BAJFINANCE,INE296A01024,2024-03-14,NSE,EQ,EQ,buy,false,2.000000,6372.000000,1715023,1000000008149477,2024-03-14T09:44:00
OFSS,INE881D01027,2024-03-15,NSE,EQ,EQ,sell,false,21.000000,8185.000000,44313041,1200000025000497,2024-03-15T11:33:58
LTIM,INE214T01019,2024-03-15,NSE,EQ,EQ,buy,false,8.000000,5206.750000,44313600,1200000025004743,2024-03-15T11:34:00
TCS,INE467B01029,2024-03-15,NSE,EQ,EQ,buy,false,6.000000,4205.000000,64240690,1300000021494774,2024-03-15T11:34:00
COFORGE,INE591G01017,2024-03-15,NSE,EQ,EQ,buy,false,4.000000,6028.899902,3765954,1000000023735161,2024-03-15T11:34:00
INFY,INE009A01021,2024-03-15,NSE,EQ,EQ,buy,false,10.000000,1625.150024,24481931,1100000023932783,2024-03-15T11:34:00
MPHASIS,INE356A01018,2024-03-15,NSE,EQ,EQ,buy,false,13.000000,2482.600098,44313598,1200000025004739,2024-03-15T11:34:00
LTIM,INE214T01019,2024-03-15,NSE,EQ,EQ,buy,false,3.000000,5206.750000,44313599,1200000025004743,2024-03-15T11:34:00
BPCL,INE029A01011,2024-03-15,NSE,EQ,EQ,sell,false,2.000000,569.799988,3798300,1000000023979537,2024-03-15T11:36:04
NHPC,INE848E01016,2024-03-15,NSE,EQ,EQ,sell,false,16.000000,81.849998,44352465,1200000025269773,2024-03-15T11:36:04
OIL,INE274J01014,2024-03-15,NSE,EQ,EQ,sell,false,2.000000,567.450012,44352466,1200000025269813,2024-03-15T11:36:04
TATAPOWER,INE245A01021,2024-03-15,NSE,EQ,EQ,buy,false,2.000000,374.799988,64286497,1300000021719741,2024-03-15T11:36:06
TORNTPOWER,INE813H01021,2024-03-15,NSE,EQ,EQ,buy,false,1.000000,1117.300049,64286496,1300000021719736,2024-03-15T11:36:06
LT,INE018A01030,2024-03-15,NSE,EQ,EQ,sell,false,1.000000,3554.850098,44398707,1200000025578607,2024-03-15T11:38:30
GPPL,INE517F01014,2024-03-15,NSE,EQ,EQ,sell,false,11.000000,180.199997,24553745,1100000024415712,2024-03-15T11:38:30
NCC,INE868B01028,2024-03-15,NSE,EQ,EQ,sell,false,10.000000,228.399994,44398708,1200000025578608,2024-03-15T11:38:30
KNRCON,INE634I01029,2024-03-15,NSE,EQ,EQ,sell,false,18.000000,238.600006,44398706,1200000025578601,2024-03-15T11:38:30
PNCINFRA,INE195J01029,2024-03-15,NSE,EQ,EQ,sell,false,3.000000,406.200012,44398710,1200000025578634,2024-03-15T11:38:30
HGINFRA,INE926X01010,2024-03-15,NSE,EQ,EQ,buy,false,2.000000,909.599976,24554196,1100000024418510,2024-03-15T11:38:32
JWL,INE209L01016,2024-03-15,NSE,EQ,EQ,buy,false,10.000000,329.950012,3836396,1000000024253327,2024-03-15T11:38:32
NTPC,INE733E01010,2024-03-15,NSE,EQ,EQ,buy,false,8.000000,308.100006,44399268,1200000025582965,2024-03-15T11:38:32
NTPC,INE733E01010,2024-03-15,NSE,EQ,EQ,buy,false,11.000000,308.049988,44399267,1200000025582965,2024-03-15T11:38:32
TITAGARH,INE615H01020,2024-03-15,NSE,EQ,EQ,buy,false,3.000000,854.349976,64329271,1300000021938003,2024-03-15T11:38:32
TITAGARH,INE615H01020,2024-03-15,NSE,EQ,EQ,buy,false,1.000000,854.349976,64329272,1300000021938003,2024-03-15T11:38:32
MOTHERSON,INE775A01035,2024-03-15,NSE,EQ,EQ,buy,false,90.000000,111.300003,48417480,1200000050714594,2024-03-15T14:45:43
EXIDEIND,INE302A01020,2024-03-15,NSE,EQ,EQ,buy,false,30.000000,306.350006,28451479,1100000046403575,2024-03-15T14:45:43
MAXHEALTH,INE027H01010,2024-03-15,NSE,EQ,EQ,buy,false,7.000000,730.000000,48417479,1200000050714591,2024-03-15T14:45:43
KPITTECH,INE04I401011,2024-03-18,NSE,EQ,EQ,buy,false,10.000000,1395.000000,40916396,1200000004226885,2024-03-18T09:30:16
JPPOWER,INE351F01018,2024-03-19,NSE,EQ,BE,buy,false,600.000000,15.200000,44850780,1200000030526840,2024-03-19T12:49:38
HINDUNILVR,INE030A01027,2024-03-19,NSE,EQ,EQ,buy,false,8.000000,2260.399902,25621919,1100000033359689,2024-03-19T14:00:01
SBICARD,INE018E01016,2024-03-26,NSE,EQ,EQ,buy,false,15.000000,705.299988,62129356,1300000009516549,2024-03-26T10:09:05
NYKAA,INE388Y01029,2024-03-26,NSE,EQ,EQ,sell,false,16.000000,163.550003,42269454,1200000012136146,2024-03-26T10:20:24
GLAND,INE068V01023,2024-03-26,NSE,EQ,EQ,sell,false,1.000000,1773.099976,22633369,1100000012200098,2024-03-26T10:20:24
GLAND,INE068V01023,2024-03-26,NSE,EQ,EQ,sell,false,1.000000,1773.099976,22633368,1100000012200098,2024-03-26T10:20:24
NYKAA,INE388Y01029,2024-03-26,NSE,EQ,EQ,sell,false,64.000000,163.500000,42269455,1200000012136146,2024-03-26T10:20:24
GLAND,INE068V01023,2024-03-26,NSE,EQ,EQ,sell,false,1.000000,1773.099976,22633367,1100000012200098,2024-03-26T10:20:24
SRF,INE647A01010,2024-03-26,NSE,EQ,EQ,sell,false,3.000000,2583.250000,62402541,1300000010905850,2024-03-26T10:21:46
SRF,INE647A01010,2024-03-26,NSE,EQ,EQ,sell,false,3.000000,2583.250000,62402540,1300000010905850,2024-03-26T10:21:46
INDIGOPNTS,INE09VQ01012,2024-03-26,NSE,EQ,EQ,buy,false,4.000000,1298.449951,25437509,1100000026653525,2024-03-26T12:38:27
INDIGOPNTS,INE09VQ01012,2024-03-26,NSE,EQ,EQ,buy,false,11.000000,1298.400024,25437508,1100000026653525,2024-03-26T12:38:27
HMAAGRO,INE0ECP01024,2024-04-15,NSE,EQ,EQ,buy,false,200.000000,64.099998,30303608,1100000054600541,2024-04-15T15:19:36
VAIBHAVGBL,INE884A01027,2024-04-19,NSE,EQ,EQ,buy,false,5.000000,375.500000,68908584,1300000052275992,2024-04-19T15:19:13
VAIBHAVGBL,INE884A01027,2024-04-19,NSE,EQ,EQ,buy,false,2.000000,375.500000,68908583,1300000052275992,2024-04-19T15:19:13
NESTLEIND,INE239A01024,2024-04-19,NSE,EQ,EQ,buy,false,4.000000,2438.149902,48351052,1200000057065285,2024-04-19T15:19:13
BERGEPAINT,INE463A01038,2024-04-19,NSE,EQ,EQ,buy,false,15.000000,504.350006,6873057,1000000049656809,2024-04-19T15:19:13
VAIBHAVGBL,INE884A01027,2024-04-19,NSE,EQ,EQ,buy,false,6.000000,375.500000,68908582,1300000052275992,2024-04-19T15:19:13
MAXHEALTH,INE027H01010,2024-04-19,NSE,EQ,EQ,buy,false,2.000000,776.700012,48449587,1200000057329227,2024-04-19T15:21:16
MAXHEALTH,INE027H01010,2024-04-19,NSE,EQ,EQ,buy,false,4.000000,776.700012,48449586,1200000057329227,2024-04-19T15:21:16
SUZLON,INE040H01021,2024-04-19,NSE,EQ,BE,buy,false,15.000000,39.099998,69002356,1300000052525229,2024-04-19T15:21:16
